online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city
Yes,No,3.5,21,Quick Bites,Andhra,500,Delivery,Indiranagar
Yes,No,3.9,53,Dessert Parlor,Desserts,600,Delivery,Indiranagar
Yes,No,3.6,25,Dessert Parlor,"Desserts, Ice Cream",250,Delivery,Indiranagar
Yes,No,3.4,8,Quick Bites,"Sandwich, Rolls",200,Delivery,Indiranagar
Yes,No,3.5,37,Beverage Shop,"Beverages, Juices, Ice Cream",200,Delivery,Indiranagar
Yes,Yes,4.1,80,Casual Dining,"North Indian, Biryani",1200,Delivery,Indiranagar
Yes,No,3.7,63,Delivery,"North Indian, Chinese",300,Delivery,Indiranagar
No,No,3.7,30,Casual Dining,"Asian, Continental",1100,Delivery,Indiranagar
No,No,4.0,74,"Bakery, Dessert Parlor","Bakery, Desserts",400,Delivery,Indiranagar
Yes,No,3.6,119,Casual Dining,"Chinese, North Indian",550,Delivery,Indiranagar
Yes,Yes,3.9,1380,Cafe,"Cafe, Italian",900,Delivery,Indiranagar
Yes,No,3.7,47,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,Indiranagar
No,No,3.4,9,Casual Dining,"Healthy Food, Salad, Continental",800,Delivery,Indiranagar
Yes,No,3.1,24,Quick Bites,South Indian,150,Delivery,Indiranagar
Yes,No,3.9,169,Beverage Shop,Beverages,150,Delivery,Indiranagar
Yes,No,3.8,47,"Takeaway, Delivery",Asian,250,Delivery,Indiranagar
Yes,Yes,4.0,144,Cafe,"Cafe, Italian, Continental, Beverages",700,Delivery,Indiranagar
No,No,3.9,145,"Takeaway, Delivery","Continental, Fast Food, Salad",800,Delivery,Indiranagar
Yes,No,3.6,61,Quick Bites,Fast Food,250,Delivery,Indiranagar
Yes,No,4.0,1202,"Bar, Quick Bites","Continental, Chinese",2000,Delivery,Indiranagar
Yes,No,3.1,73,Quick Bites,"Fast Food, Burger",500,Delivery,Indiranagar
Yes,No,3.4,9,Quick Bites,"South Indian, Biryani, Chinese",350,Delivery,Indiranagar
No,No,3.7,123,Quick Bites,"North Indian, Chinese",350,Delivery,Indiranagar
Yes,No,3.8,83,Dessert Parlor,"Ice Cream, Ice Cream",300,Delivery,Indiranagar
Yes,Yes,3.9,81,Casual Dining,"Chinese, Thai",800,Delivery,Indiranagar
No,Yes,4.0,973,"Bar, Casual Dining","Continental, Chinese, Italian",1400,Delivery,Indiranagar
Yes,No,4.1,720,Delivery,"Pizza, Italian, Beverages",700,Delivery,Indiranagar
Yes,No,3.1,97,Quick Bites,"North Indian, Chinese",450,Delivery,Indiranagar
Yes,No,3.3,6,Beverage Shop,"Juices, Beverages",150,Delivery,Indiranagar
Yes,No,2.6,26,Quick Bites,Fast Food,500,Delivery,Indiranagar
No,No,4.1,666,Bakery,"Bakery, Desserts",500,Delivery,Indiranagar
Yes,No,3.4,11,Dessert Parlor,"Bakery, Desserts, Fast Food",500,Delivery,Indiranagar
Yes,No,3.0,22,Casual Dining,"Seafood, Mangalorean, Chinese",700,Delivery,Indiranagar
Yes,No,3.4,15,"Takeaway, Delivery","Chinese, Momos",350,Delivery,Indiranagar
Yes,Yes,4.0,1013,Casual Dining,North Indian,1200,Delivery,Indiranagar
No,No,3.0,15,"Takeaway, Delivery","Fast Food, Chinese",450,Delivery,Indiranagar
Yes,No,3.8,259,Cafe,Cafe,700,Delivery,Indiranagar
Yes,Yes,4.3,4645,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Delivery,Indiranagar
Yes,No,3.1,48,Delivery,"North Indian, Chinese, Italian",500,Delivery,Indiranagar
No,No,4.0,120,Beverage Shop,"Beverages, Juices",350,Delivery,Indiranagar
No,No,2.9,539,"Dessert Parlor, Cafe","Desserts, Cafe, Bakery",500,Delivery,Indiranagar
Yes,No,3.7,66,Cafe,"Cafe, Mediterranean, Italian, Pizza, Continental",800,Delivery,Indiranagar
Yes,Yes,4.1,765,"Casual Dining, Bar","American, Mexican, Italian, Steak",1200,Delivery,Indiranagar
Yes,No,4.2,93,Quick Bites,"South Indian, Chinese",300,Delivery,Indiranagar
Yes,No,4.2,115,"Cafe, Bakery","Cafe, Bakery",500,Delivery,Indiranagar
Yes,No,4.0,133,Quick Bites,"Fast Food, Beverages",450,Delivery,Indiranagar
No,No,3.7,130,Quick Bites,"North Indian, Andhra, Chinese",600,Delivery,Indiranagar
No,Yes,3.7,289,Casual Dining,North Indian,600,Delivery,Indiranagar
Yes,No,3.9,73,Casual Dining,"North Indian, Kebab, Chinese, Fast Food",400,Delivery,Indiranagar
Yes,No,4.1,176,Casual Dining,Burmese,600,Delivery,Indiranagar
Yes,No,3.0,51,Bakery,"Bakery, Desserts",400,Delivery,Indiranagar
Yes,No,3.7,103,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,Indiranagar
Yes,No,4.0,1072,Quick Bites,"Fast Food, Rolls",350,Delivery,Indiranagar
Yes,No,3.7,278,Casual Dining,"North Indian, Chinese, Seafood",800,Delivery,Indiranagar
Yes,No,4.1,124,"Casual Dining, Cafe","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900,Delivery,Indiranagar
No,No,3.8,20,Delivery,Juices,300,Delivery,Indiranagar
Yes,No,3.2,16,Quick Bites,Continental,500,Delivery,Indiranagar
No,No,3.7,722,Quick Bites,South Indian,200,Delivery,Indiranagar
Yes,No,3.1,6,Bakery,"Bakery, Desserts",400,Delivery,Indiranagar
Yes,Yes,4.2,222,"Bar, Casual Dining",Asian,2000,Delivery,Indiranagar
Yes,Yes,4.4,1507,Casual Dining,"Chinese, Momos",1700,Delivery,Indiranagar
No,No,3.8,264,Casual Dining,"Chinese, Momos",650,Delivery,Indiranagar
No,No,3.4,5,Quick Bites,"Fast Food, North Indian, Continental",400,Delivery,Indiranagar
Yes,No,3.5,121,Quick Bites,"Fast Food, South Indian, Biryani",300,Delivery,Indiranagar
Yes,No,3.7,28,Cafe,"Cafe, North Indian, Chinese, Fast Food",600,Delivery,Indiranagar
Yes,No,3.7,15,Food Court,North Indian,300,Delivery,Indiranagar
Yes,No,2.5,66,Quick Bites,"North Indian, Chinese, Arabian",350,Delivery,Indiranagar
Yes,No,3.9,346,Casual Dining,"Oriya, North Indian, Bengali, Chinese",450,Delivery,Indiranagar
No,No,3.4,90,Cafe,"Cafe, Continental",500,Delivery,Indiranagar
Yes,No,3.3,5,Quick Bites,"Beverages, Fast Food",400,Delivery,Indiranagar
Yes,No,3.5,10,Quick Bites,"Burger, Fast Food, Healthy Food, Beverages",500,Delivery,Indiranagar
Yes,No,4.0,330,Quick Bites,"North Indian, Chinese",500,Delivery,Indiranagar
Yes,No,3.8,133,Quick Bites,North Indian,200,Delivery,Indiranagar
Yes,No,4.1,566,Quick Bites,"Fast Food, Bengali, Rolls",400,Delivery,Indiranagar
Yes,No,3.0,59,Cafe,"Cafe, Italian, Tex-Mex, Fast Food, Burger",500,Delivery,Indiranagar
Yes,No,3.5,9,Kiosk,Ice Cream,100,Delivery,Indiranagar
Yes,No,4.2,431,"Cafe, Bakery","Cafe, Mediterranean, Bakery, Greek",700,Delivery,Indiranagar
No,No,3.7,35,Delivery,"Healthy Food, Mexican, Asian, Continental",500,Delivery,Indiranagar
Yes,No,3.4,122,Cafe,"Cafe, Beverages, Fast Food",600,Delivery,Indiranagar
Yes,No,3.5,13,Casual Dining,"Continental, Mexican, Lebanese",600,Delivery,Indiranagar
Yes,No,4.0,237,Casual Dining,"Kerala, Seafood",500,Delivery,Indiranagar
No,Yes,4.1,210,Casual Dining,"Healthy Food, Beverages, European, Salad",1500,Delivery,Indiranagar
No,No,2.7,231,Quick Bites,"Biryani, North Indian",350,Delivery,Indiranagar
Yes,No,3.8,102,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,Indiranagar
Yes,No,3.7,41,Quick Bites,Street Food,150,Delivery,Indiranagar
Yes,No,3.2,4,Quick Bites,"North Indian, Chinese",450,Delivery,Indiranagar
Yes,No,3.4,8,Quick Bites,Chinese,300,Delivery,Indiranagar
Yes,Yes,3.9,1437,Casual Dining,North Indian,1000,Delivery,Indiranagar
Yes,No,3.0,28,Food Court,"Rolls, Lebanese",250,Delivery,Indiranagar
Yes,No,3.8,32,"Takeaway, Delivery","Continental, North Indian",500,Delivery,Indiranagar
Yes,No,3.7,42,Quick Bites,"Chinese, North Indian",300,Delivery,Indiranagar
Yes,No,3.8,72,Cafe,"Cafe, American, Italian, Burger",650,Delivery,Indiranagar
Yes,Yes,4.1,1052,"Takeaway, Delivery","Continental, Italian, Steak, American",1400,Delivery,Indiranagar
Yes,Yes,4.0,419,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",1400,Delivery,Indiranagar
No,No,3.9,155,Cafe,"Cafe, Continental",700,Delivery,Indiranagar
Yes,No,4.0,48,Quick Bites,"Sandwich, Fast Food, Momos",200,Delivery,Indiranagar
No,No,3.0,317,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Indiranagar
No,No,3.4,5,Dessert Parlor,Desserts,150,Delivery,Indiranagar
Yes,No,3.1,12,Quick Bites,"North Indian, South Indian, Arabian",350,Delivery,Indiranagar
Yes,No,3.5,54,Casual Dining,"Andhra, Chinese, North Indian",700,Delivery,Indiranagar
Yes,No,4.0,56,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,Indiranagar
Yes,No,3.2,46,Quick Bites,North Indian,300,Delivery,Indiranagar
Yes,No,3.8,22,Quick Bites,"Fast Food, Momos",200,Delivery,Indiranagar
Yes,No,3.4,9,Quick Bites,"Biryani, North Indian",600,Delivery,Indiranagar
Yes,No,4.0,85,"Dessert Parlor, Quick Bites","Cafe, Fast Food, Desserts, Beverages",400,Delivery,Indiranagar
Yes,No,3.7,87,Quick Bites,Chinese,450,Delivery,Indiranagar
Yes,No,3.7,17,Quick Bites,Burmese,300,Delivery,Indiranagar
Yes,No,3.8,110,Quick Bites,Arabian,300,Delivery,Indiranagar
No,No,3.3,6,"Takeaway, Delivery","Italian, North Indian, Mexican, Chinese",240,Delivery,Indiranagar
No,No,3.7,21,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,Indiranagar
Yes,No,3.8,71,Cafe,Cafe,500,Delivery,Indiranagar
Yes,No,3.5,6,Confectionery,Desserts,1000,Delivery,Indiranagar
Yes,No,3.8,137,"Casual Dining, Bar","North Indian, Chinese",750,Delivery,Indiranagar
Yes,No,3.5,32,Quick Bites,"North Indian, Chinese",400,Delivery,Indiranagar
Yes,No,3.8,721,Casual Dining,"North Indian, Rolls, Kebab",500,Delivery,Indiranagar
Yes,No,3.8,168,Quick Bites,"North Indian, Chinese, Rolls, Juices",450,Delivery,Indiranagar
No,No,3.6,10,Bakery,Bakery,250,Delivery,Indiranagar
Yes,No,3.3,73,Delivery,"Pizza, Italian, Chinese, Rolls, Biryani",750,Delivery,Indiranagar
Yes,Yes,4.8,1724,Casual Dining,"Italian, Pizza, Beverages",1200,Delivery,Indiranagar
Yes,No,3.3,4,Bakery,Bakery,300,Delivery,Indiranagar
Yes,No,3.2,7,Cafe,Cafe,600,Delivery,Indiranagar
Yes,No,3.1,26,Quick Bites,"Fast Food, North Indian, South Indian",300,Delivery,Indiranagar
Yes,No,3.7,155,Quick Bites,North Indian,200,Delivery,Indiranagar
Yes,No,3.3,15,Quick Bites,"Arabian, Rolls",300,Delivery,Indiranagar
No,No,3.2,6,"Bakery, Dessert Parlor","Bakery, Desserts",150,Delivery,Indiranagar
Yes,No,4.2,858,Casual Dining,"Thai, Asian",1800,Delivery,Indiranagar
Yes,Yes,4.1,2075,Casual Dining,Rajasthani,800,Delivery,Indiranagar
Yes,No,3.4,7,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Delivery,Indiranagar
No,No,3.9,49,Cafe,Cafe,200,Delivery,Indiranagar
Yes,No,3.5,14,Quick Bites,"Desserts, Fast Food",250,Delivery,Indiranagar
No,No,3.9,71,"Takeaway, Delivery",Bakery,200,Delivery,Indiranagar
No,No,4.0,213,"Beverage Shop, Quick Bites","Healthy Food, Beverages",400,Delivery,Indiranagar
Yes,No,3.5,6,Bakery,Bakery,500,Delivery,Indiranagar
Yes,No,3.6,33,Quick Bites,"North Indian, Chinese",300,Delivery,Indiranagar
Yes,Yes,4.3,686,Casual Dining,"Mangalorean, Seafood",1000,Delivery,Indiranagar
No,No,3.7,69,Cafe,"Cafe, Continental",700,Delivery,Indiranagar
No,No,3.5,40,Quick Bites,North Indian,400,Delivery,Indiranagar
No,No,3.2,122,Quick Bites,"Fast Food, Rolls, Momos",200,Delivery,Indiranagar
No,Yes,4.0,869,Casual Dining,"North Indian, Mughlai",1100,Delivery,Indiranagar
Yes,No,2.9,17,Dessert Parlor,"Ice Cream, Bakery, Desserts",200,Delivery,Indiranagar
Yes,Yes,3.7,58,Casual Dining,Chinese,1500,Delivery,Indiranagar
Yes,No,3.9,461,"Cafe, Casual Dining","Cafe, American, Continental, Steak",800,Delivery,Indiranagar
Yes,No,4.3,783,Quick Bites,North Indian,300,Delivery,Indiranagar
No,No,3.4,11,Casual Dining,Japanese,700,Delivery,Indiranagar
No,No,3.6,116,Casual Dining,"Andhra, South Indian, North Indian",650,Delivery,Indiranagar
No,No,3.7,42,Quick Bites,"Chinese, Momos",400,Delivery,Indiranagar
No,No,3.5,10,Quick Bites,"North Indian, Chinese",450,Delivery,Indiranagar
No,No,2.6,29,Delivery,North Indian,400,Delivery,Indiranagar
No,No,4.1,131,"Dessert Parlor, Beverage Shop","Desserts, Beverages",400,Delivery,Indiranagar
Yes,No,4.1,59,Quick Bites,"North Indian, South Indian",300,Delivery,Indiranagar
No,No,3.0,12,Delivery,"North Indian, Biryani",500,Delivery,Indiranagar
No,No,2.7,29,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Delivery,Indiranagar
No,No,3.5,24,Bakery,Bakery,300,Delivery,Indiranagar
No,No,3.7,24,Delivery,North Indian,300,Delivery,Indiranagar
No,No,3.0,16,Quick Bites,"Fast Food, Desserts, Beverages",300,Delivery,Indiranagar
No,No,3.4,5,"Takeaway, Delivery",Desserts,300,Delivery,Indiranagar
No,No,3.8,29,Quick Bites,Fast Food,350,Delivery,Indiranagar
No,No,3.7,38,Casual Dining,"North Indian, Biryani, Seafood, Chinese, Mangalorean",750,Delivery,Indiranagar
No,No,3.5,15,Beverage Shop,"Beverages, Salad",200,Delivery,Indiranagar
No,No,2.8,21,Delivery,"Biryani, North Indian",700,Delivery,Indiranagar
No,No,3.3,7,Casual Dining,"North Indian, South Indian",400,Delivery,Indiranagar
No,No,3.5,13,Beverage Shop,Beverages,250,Delivery,Indiranagar
No,No,3.2,5,Delivery,"North Indian, Kashmiri",400,Delivery,Indiranagar
No,No,2.4,256,Casual Dining,North Indian,450,Delivery,Indiranagar
No,No,3.1,8,Quick Bites,Biryani,150,Delivery,Indiranagar
Yes,No,3.0,10,"Takeaway, Delivery",Biryani,600,Delivery,Indiranagar
Yes,No,3.8,96,Cafe,"Cafe, Continental, Salad",600,Delivery,Indiranagar
No,No,3.4,7,Cafe,"Cafe, Continental",600,Delivery,Indiranagar
No,No,3.3,4,Quick Bites,Biryani,250,Delivery,Indiranagar
No,No,3.3,7,Quick Bites,"Fast Food, Rolls",150,Delivery,Indiranagar
No,No,3.6,11,Delivery,Biryani,400,Delivery,Indiranagar
Yes,No,3.4,7,"Takeaway, Delivery","Continental, Thai, North Indian",1600,Delivery,Indiranagar
No,No,3.6,23,Food Truck,"American, Goan",400,Delivery,Indiranagar
No,No,3.3,4,Dessert Parlor,Ice Cream,200,Delivery,Indiranagar
Yes,No,3.3,6,"Takeaway, Delivery",Fast Food,300,Delivery,Indiranagar
Yes,Yes,2.2,406,Casual Dining,Mexican,1000,Delivery,Indiranagar
No,No,4.0,134,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages, Italian",600,Delivery,Indiranagar
No,No,3.7,29,Delivery,"Bakery, Desserts",350,Delivery,Indiranagar
Yes,No,2.7,19,Delivery,North Indian,300,Delivery,Indiranagar
Yes,Yes,3.8,297,Casual Dining,"North Indian, Chinese, Continental",1200,Delivery,Indiranagar
Yes,No,3.1,6,Casual Dining,"South Indian, North Indian, Continental",600,Delivery,Indiranagar
Yes,No,3.9,123,Delivery,"North Indian, Chinese",400,Delivery,Indiranagar
No,No,3.7,38,Quick Bites,"Juices, Fast Food",250,Delivery,Indiranagar
Yes,No,3.6,104,Cafe,"Cafe, Continental, Italian",800,Delivery,Indiranagar
Yes,No,3.4,31,Delivery,"American, Pizza",500,Delivery,Indiranagar
Yes,No,3.3,4,Quick Bites,"Chinese, Fast Food",100,Delivery,Indiranagar
Yes,No,2.8,79,Quick Bites,"North Indian, Chinese, Fast Food",300,Delivery,Indiranagar
Yes,No,3.8,24,Takeaway,South Indian,200,Delivery,Indiranagar
Yes,No,3.8,111,Delivery,"Healthy Food, North Indian, Thai",500,Delivery,Indiranagar
Yes,Yes,4.4,712,Casual Dining,"Mangalorean, Seafood, Chinese, North Indian",1000,Delivery,Indiranagar
Yes,No,3.3,4,Food Court,Hyderabadi,300,Delivery,Indiranagar
Yes,No,3.5,33,Quick Bites,"North Indian, Chinese",600,Delivery,Indiranagar
Yes,No,2.8,185,Cafe,"Cafe, Continental, Fast Food",500,Delivery,Indiranagar
Yes,Yes,4.1,201,"Bar, Casual Dining","American, Finger Food",1500,Delivery,Indiranagar
Yes,No,4.3,264,Delivery,"Fast Food, North Indian",400,Delivery,Indiranagar
Yes,No,3.8,263,"Takeaway, Delivery","Chettinad, South Indian, Biryani",700,Delivery,Indiranagar
Yes,No,4.1,372,Quick Bites,"Street Food, Fast Food",150,Delivery,Indiranagar
Yes,No,3.3,6,Cafe,Cafe,400,Delivery,Indiranagar
Yes,No,3.7,16,Quick Bites,"North Indian, Biryani, Chinese",300,Delivery,Indiranagar
Yes,No,3.3,8,Quick Bites,North Indian,400,Delivery,Indiranagar
Yes,No,3.8,405,Quick Bites,"Kerala, South Indian",350,Delivery,Indiranagar
No,No,2.4,25,Bar,"Chinese, European",1000,Delivery,Indiranagar
No,Yes,3.8,108,Bar,"North Indian, Chinese",1400,Delivery,Indiranagar
Yes,No,3.9,112,Delivery,"Healthy Food, Sandwich, Salad",150,Delivery,Indiranagar
Yes,No,2.4,129,Cafe,"Cafe, Fast Food, Chinese",600,Delivery,Indiranagar
Yes,No,3.8,109,"Takeaway, Delivery","Italian, Pizza",400,Delivery,Indiranagar
Yes,No,2.1,252,Delivery,"North Indian, Mughlai, Chinese",500,Delivery,Indiranagar
Yes,No,3.7,32,Quick Bites,"Chinese, Momos",500,Delivery,Indiranagar
Yes,No,2.8,94,Quick Bites,"North Indian, Chinese",300,Delivery,Indiranagar
No,No,3.2,5,Casual Dining,North Indian,550,Delivery,Indiranagar
No,Yes,4.0,170,Fine Dining,"Chinese, Thai, Asian",1900,Delivery,Indiranagar
No,No,3.5,9,Dessert Parlor,Desserts,400,Delivery,Indiranagar
No,No,3.3,4,"Takeaway, Delivery",North Indian,250,Delivery,Indiranagar
No,No,3.8,22,Kiosk,"Fast Food, Momos",150,Delivery,Indiranagar
No,No,3.6,14,Delivery,"Healthy Food, North Indian",300,Delivery,Indiranagar
No,No,2.8,38,Delivery,"North Indian, Chinese",500,Delivery,Indiranagar
No,No,3.7,20,"Bakery, Dessert Parlor","Bakery, Desserts",600,Delivery,Indiranagar
No,No,3.5,11,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",400,Delivery,Indiranagar
No,No,2.8,50,Quick Bites,"Fast Food, Chinese",400,Delivery,Indiranagar
No,No,3.3,5,Delivery,"Chinese, Fast Food, North Indian",400,Delivery,Indiranagar
No,No,2.8,43,Delivery,"North Indian, Chinese",500,Delivery,Indiranagar
No,No,3.5,22,Quick Bites,South Indian,200,Delivery,Indiranagar
Yes,Yes,4.2,1345,Casual Dining,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",1700,Delivery,Indiranagar
Yes,No,3.1,7,Quick Bites,North Indian,150,Delivery,Indiranagar
Yes,No,3.3,10,Quick Bites,"South Indian, North Indian, Street Food",250,Delivery,Indiranagar
Yes,No,3.3,4,Quick Bites,North Indian,200,Delivery,Indiranagar
Yes,No,3.7,22,Beverage Shop,Juices,300,Delivery,Indiranagar
Yes,No,3.6,16,Quick Bites,"Modern Indian, American, Chinese",250,Delivery,Indiranagar
Yes,No,4.1,2415,Lounge,"Fast Food, European",1400,Delivery,Indiranagar
Yes,No,3.2,31,Quick Bites,"Kerala, South Indian",200,Delivery,Indiranagar
Yes,No,3.9,247,Casual Dining,Chinese,650,Delivery,Indiranagar
Yes,No,3.7,216,Food Truck,"American, Fast Food",450,Delivery,Indiranagar
Yes,No,3.0,20,Casual Dining,"Kerala, Chinese, South Indian, North Indian",400,Delivery,Indiranagar
Yes,No,3.3,11,Casual Dining,"North Indian, Fast Food",400,Delivery,Indiranagar
Yes,No,3.6,23,Delivery,"Sandwich, Fast Food",400,Delivery,Indiranagar
Yes,No,3.3,10,Quick Bites,"North Indian, Chinese",350,Delivery,Indiranagar
Yes,No,3.7,133,Quick Bites,"North Indian, Continental, Chinese, Italian",500,Delivery,Indiranagar
Yes,No,3.5,98,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery,Indiranagar
Yes,No,3.4,25,Casual Dining,"Chinese, North Indian, Momos",550,Delivery,Indiranagar
Yes,No,3.6,19,Quick Bites,"Fast Food, Biryani",300,Delivery,Indiranagar
Yes,No,2.8,20,Casual Dining,"North Indian, Chinese",550,Delivery,Indiranagar
No,Yes,4.0,1724,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Burger, Cafe",1600,Delivery,Indiranagar
Yes,No,3.3,11,Quick Bites,"Street Food, Beverages",200,Delivery,Indiranagar
Yes,No,3.3,21,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,Delivery,Indiranagar
Yes,No,3.8,77,Quick Bites,"Andhra, North Indian, Biryani",250,Delivery,Indiranagar
Yes,No,2.5,90,Quick Bites,Biryani,300,Delivery,Indiranagar
Yes,No,4.2,1855,Cafe,"Cafe, Continental",800,Delivery,Indiranagar
Yes,No,3.5,9,Dessert Parlor,Desserts,100,Delivery,Indiranagar
Yes,Yes,4.4,689,"Casual Dining, Cafe","American, Cafe, Continental",1700,Delivery,Indiranagar
No,No,4.0,284,Cafe,Cafe,500,Delivery,Indiranagar
No,No,3.7,287,Casual Dining,"Andhra, Biryani, North Indian",450,Delivery,Indiranagar
No,No,3.7,73,Quick Bites,"North Indian, South Indian, Chinese, Biryani",400,Delivery,Indiranagar
No,No,3.8,16,Cafe,"Cafe, Coffee, Continental",500,Delivery,Indiranagar
Yes,No,3.5,5,Delivery,"North Indian, Chinese, Biryani",400,Delivery,Indiranagar
No,No,3.7,34,Casual Dining,"North Indian, South Indian, Chinese",700,Delivery,Indiranagar
No,No,2.7,16,Quick Bites,North Indian,200,Delivery,Indiranagar
No,No,3.9,26,"Food Court, Quick Bites","Mexican, Fast Food",400,Delivery,Indiranagar
No,No,3.5,217,Quick Bites,Street Food,150,Delivery,Indiranagar
No,No,3.7,45,Casual Dining,South Indian,500,Delivery,Indiranagar
No,No,3.4,13,Quick Bites,"Chinese, Kerala, North Indian",300,Delivery,Indiranagar
No,No,3.7,39,Casual Dining,"North Indian, Chinese",700,Delivery,Indiranagar
No,No,3.8,39,Mess,North Indian,300,Delivery,Indiranagar
No,No,3.0,10,Quick Bites,"North Indian, Biryani, Chinese",500,Delivery,Indiranagar
No,No,3.4,16,Quick Bites,Pizza,500,Delivery,Indiranagar
No,No,3.3,4,Quick Bites,North Indian,100,Delivery,Indiranagar
No,No,2.8,118,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",450,Delivery,Indiranagar
No,No,3.5,28,Quick Bites,"North Indian, Chinese, South Indian",350,Delivery,Indiranagar
No,No,3.8,210,Casual Dining,North Indian,700,Delivery,Indiranagar
No,No,3.2,5,"Dessert Parlor, Quick Bites","Desserts, Ice Cream, Fast Food",300,Delivery,Indiranagar
No,No,2.8,93,Casual Dining,"North Indian, Chinese, Biryani, Mangalorean",500,Delivery,Indiranagar
No,No,2.9,46,Casual Dining,North Indian,250,Delivery,Indiranagar
No,No,3.4,46,Casual Dining,North Indian,1100,Delivery,Indiranagar
No,No,3.5,5,Bakery,"Bakery, European",300,Delivery,Indiranagar
No,No,3.2,5,Quick Bites,Biryani,200,Delivery,Indiranagar
No,No,2.9,31,Quick Bites,"South Indian, Biryani",400,Delivery,Indiranagar
No,No,3.1,63,Sweet Shop,"Mithai, Street Food",150,Delivery,Indiranagar
No,No,3.7,70,Quick Bites,"North Indian, Mithai",200,Delivery,Indiranagar
No,No,3.4,6,Cafe,Cafe,500,Delivery,Indiranagar
No,No,3.6,22,Casual Dining,"North Indian, Chinese",600,Delivery,Indiranagar
No,No,3.0,16,Quick Bites,"North Indian, Street Food",150,Delivery,Indiranagar
No,No,2.9,68,"Takeaway, Delivery","Pizza, Italian",500,Delivery,Indiranagar
No,No,3.5,12,"Takeaway, Delivery","Fast Food, North Indian, Chinese",500,Delivery,Indiranagar
No,No,3.3,4,Delivery,Bakery,700,Delivery,Indiranagar
No,No,3.4,9,"Takeaway, Delivery","Bakery, Desserts",400,Delivery,Indiranagar
No,No,3.2,5,Quick Bites,"Biryani, Mughlai, Chinese",300,Delivery,Indiranagar
